"","Genus","Species","Antibiotic","Equiv","Result","Phenotype","Data"
"93680","Escherichia","coli","COT","<=","0.12","S","PNUSAE015425"
"93681","Escherichia","coli","COT","<=","0.12","S","PNUSAE023897"
"93682","Escherichia","coli","COT","<=","0.12","S","PNUSAE021974"
"93683","Escherichia","coli","COT","<=","0.12","S","PNUSAE022092"
"93685","Escherichia","coli","COT","<=","0.12","S","PNUSAE022730"
"93687","Escherichia","coli","COT","<=","0.12","S","PNUSAE022531"
"93693","Escherichia","coli","COT","<=","0.12","S","PNUSAE022907"
"93694","Escherichia","coli","COT","<=","0.12","S","PNUSAE021774"
"93702","Escherichia","coli","COT","<=","0.12","S","PNUSAE021894"
"93706","Escherichia","coli","COT","<=","0.12","S","PNUSAE031718"
"93711","Escherichia","coli","COT","<=","0.12","S","PNUSAE022507"
"93712","Escherichia","coli","COT","<=","0.12","S","PNUSAE021822"
"93715","Escherichia","coli","COT","<=","0.12","S","PNUSAE024683"
"93719","Escherichia","coli","COT","<=","0.12","S","PNUSAE024075"
"93723","Escherichia","coli","COT","<=","0.12","S","PNUSAE022001"
"93726","Escherichia","coli","COT","<=","0.12","S","PNUSAE017383"
"93727","Escherichia","coli","COT",">","4","R","PNUSAE020687"
"93728","Escherichia","coli","COT","<=","0.12","S","PNUSAE021882"
"93739","Escherichia","coli","COT","<=","0.12","S","PNUSAE023553"
"93740","Escherichia","coli","COT","<=","0.12","S","PNUSAE026319"
"93742","Escherichia","coli","COT","<=","0.12","S","PNUSAE024887"
"93744","Escherichia","coli","COT","<=","0.12","S","PNUSAE023920"
"93745","Escherichia","coli","COT","<=","0.12","S","PNUSAE025251"
"93746","Escherichia","coli","COT","<=","0.12","S","PNUSAE024471"
"93750","Escherichia","coli","COT","<=","0.12","S","PNUSAE026227"
"93751","Escherichia","coli","COT","<=","0.12","S","PNUSAE028286"
"93761","Escherichia","coli","COT","<=","0.12","S","PNUSAE025708"
"93767","Escherichia","coli","COT","<=","0.12","S","PNUSAE026449"
"93773","Escherichia","coli","COT",">","4","R","SAMN13279824"
"93774","Escherichia","coli","COT","<=","0.12","S","PNUSAE022711"
"93775","Escherichia","coli","COT","<=","0.12","S","PNUSAE024352"
"93776","Escherichia","coli","COT","=","0.25","S","PNUSAE026073"
"93781","Escherichia","coli","COT","<=","0.12","S","PNUSAE026287"
"93793","Escherichia","coli","COT","<=","0.12","S","PNUSAE023858"
"93795","Escherichia","coli","COT","<=","0.12","S","PNUSAE023415"
"93796","Escherichia","coli","COT","<=","0.12","S","PNUSAE024260"
"93797","Escherichia","coli","COT","<=","0.12","S","PNUSAE027557"
"93798","Escherichia","coli","COT","<=","0.12","S","PNUSAE026556"
"93820","Escherichia","coli","COT","<=","0.12","S","PNUSAE023895"
"93821","Escherichia","coli","COT","<=","0.12","S","PNUSAE029196"
"93825","Escherichia","coli","COT","<=","0.12","S","PNUSAE028497"
"93843","Escherichia","coli","COT","=","0.25","S","PNUSAE025565"
"93844","Escherichia","coli","COT","<=","0.12","S","PNUSAE026814"
"93891","Escherichia","coli","COT","<=","0.12","S","PNUSAE022216"
"93892","Escherichia","coli","COT","<=","0.12","S","PNUSAE023671"
"93901","Escherichia","coli","COT","<=","0.12","S","PNUSAE026833"
"93911","Escherichia","coli","COT","<=","0.12","S","PNUSAE027256"
"93914","Escherichia","coli","COT","<=","0.12","S","PNUSAE031875"
"93922","Escherichia","coli","COT","<=","0.12","S","PNUSAE029167"
"93928","Escherichia","coli","COT",">","4","R","PNUSAE027007"
"93929","Escherichia","coli","COT","<=","0.12","S","PNUSAE029893"
"93936","Escherichia","coli","COT","<=","0.12","S","PNUSAE032290"
"93937","Escherichia","coli","COT","<=","0.12","S","PNUSAE037103"
"93938","Escherichia","coli","COT",">","4","R","PNUSAE029652"
"93941","Escherichia","coli","COT","<=","0.12","S","PNUSAE028047"
"93942","Escherichia","coli","COT",">","4","R","PNUSAE030194"
"93945","Escherichia","coli","COT","<=","0.12","S","PNUSAE037017"
"93951","Escherichia","coli","COT","<=","0.12","S","PNUSAE033074"
"93954","Escherichia","coli","COT",">","4","R","PNUSAE025977"
"93973","Escherichia","coli","COT","<=","0.12","S","PNUSAE028809"
"93974","Escherichia","coli","COT","<=","0.12","S","PNUSAE033543"
"93980","Escherichia","coli","COT","<=","0.12","S","PNUSAE037713"
"93990","Escherichia","coli","COT","<=","0.12","S","PNUSAE030857"
"93991","Escherichia","coli","COT","<=","0.12","S","PNUSAE035837"
"94008","Escherichia","coli","COT","<=","0.12","S","PNUSAE029316"
"94009","Escherichia","coli","COT","<=","0.12","S","PNUSAE034811"
"94011","Escherichia","coli","COT","<=","0.12","S","PNUSAE030625"
"94012","Escherichia","coli","COT","<=","0.12","S","PNUSAE031768"
"94013","Escherichia","coli","COT","<=","0.12","S","PNUSAE034066"
"94018","Escherichia","coli","COT","<=","0.12","S","PNUSAE026314"
"94019","Escherichia","coli","COT",">","4","R","PNUSAE034207"
"94038","Escherichia","coli","COT","<=","0.12","S","PNUSAE034456"
"94049","Escherichia","coli","COT","<=","0.12","S","PNUSAE031220"
"94056","Escherichia","coli","COT","<=","0.12","S","PNUSAE021950"
"94057","Escherichia","coli","COT","<=","0.12","S","PNUSAE026948"
"94061","Escherichia","coli","COT","<=","0.12","S","PNUSAE032656"
"94062","Escherichia","coli","COT","=","0.25","S","PNUSAE039133"
"94063","Escherichia","coli","COT","<=","0.12","S","PNUSAE039134"
"94089","Escherichia","coli","COT","<=","0.12","S","PNUSAE037865"
"94103","Escherichia","coli","COT","<=","0.12","S","PNUSAE029248"
"94106","Escherichia","coli","COT",">","4","R","PNUSAE037119"
"94107","Escherichia","coli","COT","<=","0.12","S","PNUSAE034782"
"94139","Escherichia","coli","COT","<=","0.12","S","PNUSAE038034"
"94140","Escherichia","coli","COT",">","4","R","PNUSAE038033"
"94141","Escherichia","coli","COT","<=","0.12","S","PNUSAE039257"
"94145","Escherichia","coli","COT","<=","0.12","S","PNUSAE036466"
"94195","Escherichia","coli","COT","=","0.25","S","PNUSAE040662"
"94200","Escherichia","coli","COT","<=","0.12","S","PNUSAE041675"
"94201","Escherichia","coli","COT","<=","0.12","S","PNUSAE037589"
"94202","Escherichia","coli","COT","<=","0.12","S","PNUSAE037387"
"94205","Escherichia","coli","COT","<=","0.12","S","PNUSAE022459"
"94206","Escherichia","coli","COT","<=","0.12","S","PNUSAE026116"
"94212","Escherichia","coli","COT",">","4","R","PNUSAE042491"
"94215","Escherichia","coli","COT","<=","0.12","S","PNUSAE031327"
"94219","Escherichia","coli","COT","<=","0.12","S","PNUSAE041453"
"94220","Escherichia","coli","COT","<=","0.12","S","PNUSAE039454"
"94221","Escherichia","coli","COT","<=","0.12","S","PNUSAE046329"
"94222","Escherichia","coli","COT","<=","0.12","S","PNUSAE041060"
"94223","Escherichia","coli","COT","<=","0.12","S","PNUSAE045776"
"94227","Escherichia","coli","COT","<=","0.12","S","PNUSAE048316"
"94228","Escherichia","coli","COT","<=","0.12","S","PNUSAE037755"
"94229","Escherichia","coli","COT","<=","0.12","S","PNUSAE040808"
"94230","Escherichia","coli","COT","<=","0.12","S","PNUSAE043855"
"94234","Escherichia","coli","COT","<=","0.12","S","PNUSAE045275"
"94240","Escherichia","coli","COT","<=","0.12","S","PNUSAE038491"
"94241","Escherichia","coli","COT","<=","0.12","S","PNUSAE041597"
"94242","Escherichia","coli","COT","<=","0.12","S","PNUSAE028004"
"94243","Escherichia","coli","COT","<=","0.12","S","PNUSAE040963"
"94244","Escherichia","coli","COT","<=","0.12","S","PNUSAE041929"
"94245","Escherichia","coli","COT","<=","0.12","S","PNUSAE045122"
"94246","Escherichia","coli","COT","<=","0.12","S","PNUSAE035415"
"94247","Escherichia","coli","COT","<=","0.12","S","PNUSAE041763"
"94248","Escherichia","coli","COT","<=","0.12","S","PNUSAE038299"
"94254","Escherichia","coli","COT","<=","0.12","S","PNUSAE022337"
"94255","Escherichia","coli","COT","<=","0.12","S","PNUSAE038792"
"94256","Escherichia","coli","COT","<=","0.12","S","PNUSAE042175"
"94262","Escherichia","coli","COT","<=","0.12","S","PNUSAE044356"
"94270","Escherichia","coli","COT","<=","0.12","S","PNUSAE034250"
"94271","Escherichia","coli","COT","<=","0.12","S","PNUSAE023414"
"94277","Escherichia","coli","COT","<=","0.12","S","PNUSAE042545"
"94287","Escherichia","coli","COT","<=","0.12","S","PNUSAE039252"
"94288","Escherichia","coli","COT","<=","0.12","S","PNUSAE043271"
"94296","Escherichia","coli","COT",">","4","R","PNUSAE044159"
"94298","Escherichia","coli","COT","<=","0.12","S","PNUSAE046766"
"94301","Escherichia","coli","COT","<=","0.12","S","PNUSAE042993"
"94315","Escherichia","coli","COT","<=","0.12","S","PNUSAE043859"
"94321","Escherichia","coli","COT","<=","0.12","S","PNUSAE037520"
"94327","Escherichia","coli","COT","<=","0.12","S","PNUSAE041505"
"94328","Escherichia","coli","COT","<=","0.12","S","PNUSAE044169"
"94449","Escherichia","coli","COT","<=","0.12","S","PNUSAE054834"
"94467","Escherichia","coli","COT","<=","0.12","S","PNUSAE059147"
"94519","Escherichia","coli","COT","<=","0.12","S","PNUSAE046907"
"94563","Escherichia","coli","COT","<=","0.12","S","PNUSAE048589"
"94571","Escherichia","coli","COT","<=","0.12","S","PNUSAE055687"
"94572","Escherichia","coli","COT","<=","0.12","S","PNUSAE060763"
"94573","Escherichia","coli","COT","<=","0.12","S","PNUSAE046362"
"94589","Escherichia","coli","COT","<=","0.12","S","PNUSAE049606"
"94590","Escherichia","coli","COT",">","4","R","PNUSAE061719"
"94593","Escherichia","coli","COT","<=","0.12","S","PNUSAE046308"
"94598","Escherichia","coli","COT","<=","0.12","S","PNUSAE054087"
"94599","Escherichia","coli","COT","<=","0.12","S","PNUSAE062172"
"94602","Escherichia","coli","COT","<=","0.12","S","PNUSAE054669"
"94606","Escherichia","coli","COT","<=","0.12","S","PNUSAE011704"
"94607","Escherichia","coli","COT","<=","0.12","S","PNUSAE011705"
"94608","Escherichia","coli","COT","<=","0.12","S","PNUSAE012347"
"94628","Escherichia","coli","COT","<=","0.12","S","PNUSAE048199"
"94629","Escherichia","coli","COT","<=","0.12","S","PNUSAE052064"
"94630","Escherichia","coli","COT","<=","0.12","S","PNUSAE052593"
"94638","Escherichia","coli","COT","<=","0.12","S","PNUSAE047571"
"94652","Escherichia","coli","COT","<=","0.12","S","PNUSAE050959"
"94658","Escherichia","coli","COT","<=","0.12","S","PNUSAE054730"
"94664","Escherichia","coli","COT","<=","0.12","S","PNUSAE048283"
"94666","Escherichia","coli","COT","<=","0.12","S","PNUSAE047084"
"94667","Escherichia","coli","COT","<=","0.12","S","PNUSAE047082"
"94668","Escherichia","coli","COT","<=","0.12","S","PNUSAE047786"
"94669","Escherichia","coli","COT","<=","0.12","S","PNUSAE054369"
"94670","Escherichia","coli","COT","<=","0.12","S","PNUSAE051008"
"94671","Escherichia","coli","COT","<=","0.12","S","PNUSAE046536"
"94674","Escherichia","coli","COT","<=","0.12","S","PNUSAE051497"
"94678","Escherichia","coli","COT","<=","0.12","S","PNUSAE045668"
"94679","Escherichia","coli","COT","<=","0.12","S","PNUSAE046846"
"94687","Escherichia","coli","COT","<=","0.12","S","PNUSAE046809"
"94690","Escherichia","coli","COT",">","4","R","PNUSAE046400"
"94693","Escherichia","coli","COT","<=","0.12","S","PNUSAE047793"
"94694","Escherichia","coli","COT","<=","0.12","S","PNUSAE047791"
"94695","Escherichia","coli","COT","<=","0.12","S","PNUSAE049149"
"94699","Escherichia","coli","COT","<=","0.12","S","PNUSAE056138"
"94700","Escherichia","coli","COT","<=","0.12","S","PNUSAE056255"
"94701","Escherichia","coli","COT","<=","0.12","S","PNUSAE056869"
"94703","Escherichia","coli","COT","<=","0.12","S","PNUSAE052402"
"94704","Escherichia","coli","COT","<=","0.12","S","PNUSAE054225"
"94705","Escherichia","coli","COT","<=","0.12","S","PNUSAE053303"
"94706","Escherichia","coli","COT","<=","0.12","S","PNUSAE062493"
"94714","Escherichia","coli","COT","<=","0.12","S","PNUSAE045732"
"94715","Escherichia","coli","COT","=","0.25","S","PNUSAE047143"
"94716","Escherichia","coli","COT","<=","0.12","S","PNUSAE052510"
"94718","Escherichia","coli","COT","<=","0.12","S","PNUSAE054903"
"94719","Escherichia","coli","COT","<=","0.12","S","PNUSAE052854"
"94720","Escherichia","coli","COT","<=","0.12","S","PNUSAE067675"
"94723","Escherichia","coli","COT","<=","0.12","S","PNUSAE058985"
"94724","Escherichia","coli","COT","<=","0.12","S","PNUSAE064399"
"94725","Escherichia","coli","COT",">","4","R","PNUSAE064657"
"94733","Escherichia","coli","COT","<=","0.12","S","PNUSAE052998"
"94749","Escherichia","coli","COT",">","4","R","PNUSAE055585"
"94756","Escherichia","coli","COT","<=","0.12","S","PNUSAE051778"
"94757","Escherichia","coli","COT","<=","0.12","S","PNUSAE053054"
"94773","Escherichia","coli","COT",">","4","R","PNUSAE058948"
"94812","Escherichia","coli","COT","<=","0.12","S","PNUSAE046721"
"94841","Escherichia","coli","COT","<=","0.12","S","PNUSAE067102"
"94867","Escherichia","coli","COT","<=","0.12","S","PNUSAE057437"
"94889","Escherichia","coli","COT","<=","0.12","S","PNUSAE058939"
"94890","Escherichia","coli","COT","<=","0.12","S","PNUSAE060316"
"94902","Escherichia","coli","COT","<=","0.12","S","PNUSAE057047"
"94915","Escherichia","coli","COT","<=","0.12","S","PNUSAE054195"
"94942","Escherichia","coli","COT",">","4","R","PNUSAE061586"
"94995","Escherichia","coli","COT","<=","0.12","S","PNUSAE056992"
"94998","Escherichia","coli","COT","<=","0.12","S","PNUSAE060760"
"95026","Escherichia","coli","COT","<=","0.12","S","PNUSAE061435"
"95027","Escherichia","coli","COT","<=","0.12","S","PNUSAE055606"
"95028","Escherichia","coli","COT","<=","0.12","S","PNUSAE057731"
"95038","Escherichia","coli","COT",">","4","R","PNUSAE060671"
"95039","Escherichia","coli","COT","<=","0.12","S","PNUSAE055719"
"95040","Escherichia","coli","COT",">","4","R","PNUSAE064300"
"95044","Escherichia","coli","COT","<=","0.12","S","PNUSAE059820"
"95078","Escherichia","coli","COT","<=","0.12","S","PNUSAE061335"
"95110","Escherichia","coli","COT","<=","0.12","S","PNUSAE059026"
"95114","Escherichia","coli","COT","<=","0.12","S","PNUSAE061619"
"95123","Escherichia","coli","COT","<=","0.12","S","PNUSAE056119"
"95124","Escherichia","coli","COT","<=","0.12","S","PNUSAE060067"
"95134","Escherichia","coli","COT","<=","0.12","S","PNUSAE062885"
"95188","Escherichia","coli","COT","<=","0.12","S","PNUSAE055914"
"95274","Escherichia","coli","COT","<=","0.12","S","PNUSAE070769"
"95277","Escherichia","coli","COT","<=","0.12","S","PNUSAE067429"
"95290","Escherichia","coli","COT","<=","0.12","S","PNUSAE074266"
"95344","Escherichia","coli","COT","<=","0.12","S","PNUSAE051880"
"95345","Escherichia","coli","COT","<=","0.12","S","PNUSAE052281"
"95352","Escherichia","coli","COT","<=","0.12","S","PNUSAE063412"
"95391","Escherichia","coli","COT","<=","0.12","S","PNUSAE063210"
"95392","Escherichia","coli","COT","<=","0.12","S","PNUSAE065346"
"95393","Escherichia","coli","COT",">","4","R","PNUSAE066545"
"95406","Escherichia","coli","COT","<=","0.12","S","PNUSAE063019"
"95408","Escherichia","coli","COT","<=","0.12","S","PNUSAE066117"
"95435","Escherichia","coli","COT",">","4","R","PNUSAE064521"
"95476","Escherichia","coli","COT","<=","0.12","S","PNUSAE066866"
"95504","Escherichia","coli","COT","<=","0.12","S","PNUSAE062852"
"95505","Escherichia","coli","COT","<=","0.12","S","PNUSAE062353"
"95585","Escherichia","coli","COT","<=","0.12","S","PNUSAE065802"
"95592","Escherichia","coli","COT","<=","0.12","S","PNUSAE062265"
"95601","Escherichia","coli","COT","<=","0.12","S","PNUSAE065522"
"95616","Escherichia","coli","COT","<=","0.12","S","PNUSAE067108"
"95625","Escherichia","coli","COT","<=","0.12","S","PNUSAE065968"
"95754","Escherichia","coli","COT","<=","0.12","S","PNUSAE066066"
"95852","Escherichia","coli","COT","<=","0.12","S","PNUSAE053474"
"95853","Escherichia","coli","COT","<=","0.12","S","PNUSAE061496"
"95946","Escherichia","coli","COT","<=","0.12","S","PNUSAE089173"
"95948","Escherichia","coli","COT","<=","0.12","S","PNUSAE068187"
"95968","Escherichia","coli","COT","<=","0.12","S","PNUSAE067726"
"95977","Escherichia","coli","COT","<=","0.12","S","PNUSAE073753"
"95979","Escherichia","coli","COT","<=","0.12","S","PNUSAE082280"
"96032","Escherichia","coli","COT","<=","0.12","S","PNUSAE069351"
"96055","Escherichia","coli","COT","<=","0.12","S","PNUSAE069190"
"96064","Escherichia","coli","COT","<=","0.12","S","PNUSAE079339"
"96065","Escherichia","coli","COT","<=","0.12","S","PNUSAE069072"
"96112","Escherichia","coli","COT","<=","0.12","S","PNUSAE077829"
"96114","Escherichia","coli","COT","<=","0.12","S","PNUSAE067470"
"96117","Escherichia","coli","COT","<=","0.12","S","PNUSAE071228"
"96118","Escherichia","coli","COT","<=","0.12","S","PNUSAE080029"
"96120","Escherichia","coli","COT","<=","0.12","S","PNUSAE067677"
"96121","Escherichia","coli","COT",">","4","R","PNUSAE082187"
"96124","Escherichia","coli","COT","<=","0.12","S","PNUSAE068773"
"96128","Escherichia","coli","COT","<=","0.12","S","PNUSAE067293"
"96130","Escherichia","coli","COT","<=","0.12","S","PNUSAE069373"
"96131","Escherichia","coli","COT","<=","0.12","S","PNUSAE078936"
"96132","Escherichia","coli","COT","<=","0.12","S","PNUSAE087064"
"96135","Escherichia","coli","COT",">","4","R","PNUSAE091430"
"96139","Escherichia","coli","COT","<=","0.12","S","PNUSAE068670"
"96140","Escherichia","coli","COT","<=","0.12","S","PNUSAE089125"
"96141","Escherichia","coli","COT",">","4","R","PNUSAE068817"
"96142","Escherichia","coli","COT","<=","0.12","S","PNUSAE067317"
"96143","Escherichia","coli","COT","<=","0.12","S","PNUSAE067211"
"96147","Escherichia","coli","COT","<=","0.12","S","PNUSAE068547"
"96151","Escherichia","coli","COT","<=","0.12","S","PNUSAE089425"
"96156","Escherichia","coli","COT",">","4","R","PNUSAE071743"
"96157","Escherichia","coli","COT","<=","0.12","S","PNUSAE084891"
"96167","Escherichia","coli","COT","<=","0.12","S","PNUSAE070065"
"96182","Escherichia","coli","COT","<=","0.12","S","PNUSAE075863"
"96184","Escherichia","coli","COT","<=","0.12","S","PNUSAE074050"
"96192","Escherichia","coli","COT","<=","0.12","S","PNUSAE073193"
"96197","Escherichia","coli","COT","<=","0.12","S","PNUSAE075890"
"96204","Escherichia","coli","COT","<=","0.12","S","PNUSAE085736"
"96205","Escherichia","coli","COT",">","4","R","PNUSAE082024"
"96213","Escherichia","coli","COT","<=","0.12","S","PNUSAE075967"
"96214","Escherichia","coli","COT",">","4","R","PNUSAE090395"
"96219","Escherichia","coli","COT","<=","0.12","S","PNUSAE076114"
"96221","Escherichia","coli","COT","<=","0.12","S","PNUSAE071856"
"96236","Escherichia","coli","COT","<=","0.12","S","PNUSAE071643"
"96237","Escherichia","coli","COT","<=","0.12","S","PNUSAE075594"
"96249","Escherichia","coli","COT","<=","0.12","S","PNUSAE072321"
"96264","Escherichia","coli","COT",">","4","R","PNUSAE070413"
"96298","Escherichia","coli","COT","<=","0.12","S","PNUSAE073261"
"96299","Escherichia","coli","COT","<=","0.12","S","PNUSAE068476"
